property_id,name,address,min_price,max_price,min_beds,max_beds,available,amenities,contact_phone,main_image,image_count,url
4530179,Alister Galleria,"2100 Bering Dr Houston, TX",1309,2224,1.0,2.0,True,"Dog Friendly, Cat Friendly, Luxury, Covered Parking, In Unit Laundry",2817890080,https://images.rentable.co/63665/67430642/slide.webp,1,https://www.rentable.co/houston-tx/alister-galleria
4377611,3303 Main St,"Downtown Midtown, TX",1555,,,,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry",2145560840,https://images.rentable.co/5452/86125495/slide.webp,1,https://www.rentable.co/houston-tx/3303-main-st
5225206,4201 Scotland St,"Houston, TX",1721,2412,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63065177/slide.webp,1,https://www.rentable.co/houston-tx/4201-scotland-st
4321566,1216 Sawyer St,"Houston, TX",1631,2514,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63031529/slide.webp,1,https://www.rentable.co/houston-tx/1216-sawyer-st
4181901,231 T C Jester Blvd,"Houston, TX",1543,1838,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63009729/slide.webp,1,https://www.rentable.co/houston-tx/231-t-c-jester-blvd
100583657,9016 Westview Dr,"Houston, TX",1378,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/100251097/slide.webp,1,https://www.rentable.co/houston-tx/9016-westview-dr
100571614,2727 W 11th St,"Houston, TX",2215,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99893105/slide.webp,1,https://www.rentable.co/houston-tx/2727-w-11th-st
100567947,1818 Center St,"Houston, TX",1604,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99769876/slide.webp,1,https://www.rentable.co/houston-tx/1818-center-st
100489455,5135 Glenmont Dr,"Houston, TX",1700,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/97245630/slide.webp,1,https://www.rentable.co/houston-tx/5135-glenmont-dr
100146653,1404 W Grey St,"Houston, TX",1830,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/96471757/slide.webp,1,https://www.rentable.co/houston-tx/1404-w-gray-st-unit-cwg
100143737,5550 Bingle Rd,"Houston, TX",1135,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/100307413/slide.webp,1,https://www.rentable.co/houston-tx/properties/100143737
4764465,2316 Main St,"Houston, TX",1515,,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Fitness Center",7133002412,https://images.rentable.co/5452/54245706/slide.webp,1,https://www.rentable.co/houston-tx/2316-main-st
4542494,1414 N Shepard Dr,"Houston, TX",2804,,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",4695025146,https://images.rentable.co/5452/79340680/slide.webp,1,https://www.rentable.co/houston-tx/1414-n-shepard-dr
100562524,300 Ruthven St,"Houston, TX",1785,2500,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Storage",8329315589,https://images.rentable.co/100004155/99663509/slide.webp,1,https://www.rentable.co/houston-tx/300-ruthven-st
4764088,706 W Cavalcade St,"Houston, TX",1360,1925,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Fitness Center",7133002412,https://images.rentable.co/5452/54234057/slide.webp,1,https://www.rentable.co/houston-tx/properties/4764088
4730210,1402 Mckinney St,"Houston, TX",2308,10951,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/100379815/slide.webp,1,https://www.rentable.co/houston-tx/1402-mckinney-st
4401589,2701 Helena St,"Montrose Museum District, TX",1260,1604,1.0,2.0,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center",2145560840,https://images.rentable.co/5452/86125622/slide.webp,1,https://www.rentable.co/houston-tx/2701-helena-st
4321572,516 W 20Th St,"Houston, TX",1712,2736,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/46136305/slide.webp,1,https://www.rentable.co/houston-tx/516-w-20th-st
4183777,3834 Dunlavy St,"Houston, TX",1691,2703,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63009934/slide.webp,1,https://www.rentable.co/houston-tx/3834-dunlavy-st
4189603,5281 Caroline St,"Houston, TX",2015,4303,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63012602/slide.webp,1,https://www.rentable.co/houston-tx/5281-caroline-st
100556385,4071 Schurmier Rd,"Houston, TX",1575,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Storage",8329315589,https://images.rentable.co/100004155/99374997/slide.webp,1,https://www.rentable.co/houston-tx/properties/100556385
100562532,300 Ruthven St,"Houston, TX",1417,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Storage",8329315589,https://images.rentable.co/100004155/99597784/slide.webp,1,https://www.rentable.co/houston-tx/properties/100562532
100562531,1966 Travis St,"Houston, TX",1515,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/99597776/slide.webp,1,https://www.rentable.co/houston-tx/properties/100562531
100544253,Aris Market Square (new),"409 Travis St Houston, TX",1766,10974,,,True,"Dog Friendly, Cat Friendly, Luxury, Balcony/Deck/Patio, Fitness Center",7132252747,https://images.rentable.co/103713/94761964/slide.webp,1,https://www.rentable.co/houston-tx/aris-market-square-new
100499163,1320 W 34th St,"Houston, TX",1533,,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/97575958/slide.webp,1,https://www.rentable.co/houston-tx/1320-w-34th-st
100484826,1400 Wichman St,"Houston, TX",2175,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/98974945/slide.webp,1,https://www.rentable.co/houston-tx/1400-wichman-st
100482456,The Rosslyn at Garden Oaks,"1011 W 34th St Houston, TX",1585,3003,,,True,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, In Unit Laundry",,https://images.rentable.co/103713/99377239/slide.webp,1,https://www.rentable.co/houston-tx/the-rosslyn-at-garden-oaks
100477506,247 W 28th St,"Houston, TX",2488,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/96831107/slide.webp,1,https://www.rentable.co/houston-tx/247-w-28th-st
100573495,Woodglen Village,"11111 W Montgomery Rd Houston, TX",1225,1350,,,True,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, Covered Parking",2818433077,https://images.rentable.co/75454/99957003/slide.webp,1,https://www.rentable.co/houston-tx/woodglen-village
100146654,41111 Fannin St,"Houston, TX",1800,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/96471802/slide.webp,1,https://www.rentable.co/houston-tx/41111-fannin-st
100143739,8900 Lakes at 610 Dr,"Houston, TX",1639,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99686998/slide.webp,1,https://www.rentable.co/houston-tx/8900-lakes-at-610-dr
100143745,1550 Burnett St,"Houston, TX",1904,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/96472019/slide.webp,1,https://www.rentable.co/houston-tx/1550-burnett-st
100143746,9789 Katy Fwy,"Houston, TX",1841,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99444260/slide.webp,1,https://www.rentable.co/katy-tx/59071-gentle-blossom-ln
100033045,3210 W Dallas St,"Montrose Museum District, TX",2080,,,,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center",2145560840,https://images.rentable.co/122398/86125804/slide.webp,1,https://www.rentable.co/houston-tx/3210-w-dallas-st
100583657,9016 Westview Dr,"Houston, TX",1378,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/100251097/slide.webp,1,https://www.rentable.co/houston-tx/9016-westview-dr
100571614,2727 W 11th St,"Houston, TX",2215,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99893105/slide.webp,1,https://www.rentable.co/houston-tx/2727-w-11th-st
100567947,1818 Center St,"Houston, TX",1604,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99769876/slide.webp,1,https://www.rentable.co/houston-tx/1818-center-st
100489455,5135 Glenmont Dr,"Houston, TX",1700,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/97245630/slide.webp,1,https://www.rentable.co/houston-tx/5135-glenmont-dr
100482961,5131 Bayou Timber Ln,"Houston, TX",2286,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/97006949/slide.webp,1,https://www.rentable.co/houston-tx/5131-bayou-timber-ln
4179752,1516 Main St,"Houston, TX",1622,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63007944/slide.webp,1,https://www.rentable.co/houston-tx/1516-main-st
100107147,The Dawson At Stratford Apartments,"419 Stratford St Houston, TX",1199,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",3463888457,https://images.rentable.co/129429/85693517/slide.webp,1,https://www.rentable.co/houston-tx/the-dawson-at-stratford-apartments
4378041,1405 Waugh Dr,"Montrose Museum District, TX",1113,1586,1.0,2.0,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center",2145560840,https://images.rentable.co/5452/86125704/slide.webp,1,https://www.rentable.co/houston-tx/1405-waugh-dr
4183774,3401 Montrose Blvd,"Houston, TX",1920,8220,1.0,3.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63009794/slide.webp,1,https://www.rentable.co/houston-tx/3401-montrose-blvd
100562534,1000 Antoine Dr,"Houston, TX",1290,1845,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/97069809/slide.webp,1,https://www.rentable.co/houston-tx/1000-antoine-dr
100544206,2649 Austin St,"Houston, TX",1431,1710,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/98956965/slide.webp,1,https://www.rentable.co/houston-tx/2649-austin-st
5822129,1401 Mckinney St,"Houston, TX",2184,4350,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/127608/78529521/slide.webp,1,https://www.rentable.co/houston-tx/1401-mckinney-st
4857696,The Daphne Apartments,"1800 El Paseo St Houston, TX",918,2426,1.0,2.0,True,"Furnished, Dog Friendly, Cat Friendly, Luxury, Air Conditioning",8327707691,https://images.rentable.co/114467/56000774/slide.webp,1,https://www.rentable.co/houston-tx/el-paseo-st
905818,Camden Holly Springs,"680 W Sam Houston Pkwy So Houston, TX",1049,2239,1.0,3.0,True,"Heat Included, Dog Friendly, Cat Friendly, Luxury, Air Conditioning",4095096613,https://images.rentable.co/5166/97198911/slide.webp,1,https://www.rentable.co/houston-tx/camden-holly-springs
100484825,3738 Tartan Ln,"Houston, TX",1700,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/97069795/slide.webp,1,https://www.rentable.co/houston-tx/3738-tartan-ln
100322607,Modera Waugh,"716 Waugh Dr Houston, TX",2120,4825,1.0,3.0,True,"Dog Friendly, Cat Friendly, Luxury, In Unit Laundry, Balcony/Deck/Patio",3465121960,https://images.rentable.co/63665/93672877/slide.webp,1,https://www.rentable.co/houston-tx/modera-waugh
100146657,2311 Canal St,"Houston, TX",1311,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/98594245/slide.webp,1,https://www.rentable.co/houston-tx/2311-canal-st-unit-cfs1
4686427,4212 Galesburg St,"Huston, TX",2495,,,,True,"Furnished, Dog Friendly, Cat Friendly, House, Air Conditioning",8329799875,https://images.rentable.co/5452/100249725/slide.webp,1,https://www.rentable.co/houston-tx/4212-galesburg-st
4354690,Barcelona,"6434 Ella Lee Lane Houston, TX",833,1350,1.0,3.0,True,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, Covered Parking",3613130852,https://images.rentable.co/105182/67727208/slide.webp,1,https://www.rentable.co/houston-tx/6434-ella-lee-ln
100101914,12000 Barryknoll Ln,"Houston, TX",5551,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",5128775964,https://images.rentable.co/127608/85610530/slide.webp,1,https://www.rentable.co/houston-tx/12000-barryknoll-ln
100587095,401 San Jacinto St,"Houston, TX",1640,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/100382198/slide.webp,1,https://www.rentable.co/houston-tx/401-san-jacinto-st
4763991,2856 Fannin St,"Houston, TX",1390,3400,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Fitness Center",7133002412,https://images.rentable.co/5452/54231053/slide.webp,1,https://www.rentable.co/houston-tx/2856-fannin-st
4764035,4026 Koehler St,"Houston, TX",1400,2000,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Fitness Center",7133002412,https://images.rentable.co/5452/54232495/slide.webp,1,https://www.rentable.co/houston-tx/properties/4764035
4742773,146 Heights Blvd,"Houston, TX",1738,1980,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63065293/slide.webp,1,https://www.rentable.co/houston-tx/146-heights-blvd
4542497,1215 Sawyer St,"Houston, TX",1630,2530,,,False,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, Balcony/Deck/Patio",4695025146,https://images.rentable.co/5452/79340714/slide.webp,1,https://www.rentable.co/houston-tx/1215-sawyer-st
4181893,1521 N Memorial Way,"Houston, TX",1605,2282,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63009634/slide.webp,1,https://www.rentable.co/houston-tx/1521-n-memorial-way
100548377,811 Buffalo Pk Dr,"Houston, TX",1943,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/100004155/99096331/slide.webp,1,https://www.rentable.co/houston-tx/811-buffalo-pk-dr
100569780,2198 W 18th St,"Houston, TX",2094,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/99834388/slide.webp,1,https://www.rentable.co/houston-tx/2198-w-18th-st
100478365,Brava,"414 Milam St Houston, TX",1586,6669,,,True,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, Covered Parking",7139301414,https://images.rentable.co/103713/99665560/slide.webp,1,https://www.rentable.co/houston-tx/brava
100304591,Advenir at The Med Center,"9955 Buffalo Speedway Houston, TX",849,2140,1.0,3.0,True,"Dog Friendly, Cat Friendly, Luxury, Air Conditioning, Surface Parking",3466231155,https://images.rentable.co/95223/90910482/slide.webp,1,https://www.rentable.co/houston-tx/9955-buffalo-speedway
100146656,2217 N Milam St,"Houston, TX",1614,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/96471890/slide.webp,1,https://www.rentable.co/houston-tx/properties/100146656
100143742,2400 W Dallas St,"Houston, TX",2173,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center, Dishwasher",8329315589,https://images.rentable.co/100004155/97365496/slide.webp,1,https://www.rentable.co/houston-tx/2400-w-dallas-st
4598146,3210 Smith St,"Houston, TX",2087,,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",4695025146,https://images.rentable.co/5452/79341095/slide.webp,1,https://www.rentable.co/houston-tx/3210-smith-st
100162169,1720 Crestdale Dr,"Houston, TX",950,,,,False,"Dog Friendly, Cat Friendly, Air Conditioning, Dishwasher",4246770333,https://images.rentable.co/100004349/99659139/slide.webp,1,https://www.rentable.co/houston-tx/1720-crestdale-dr
4750144,2126 Yale St,"Houston, TX",1831,,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63067296/slide.webp,1,https://www.rentable.co/houston-tx/2126-yale-st
4530179,Alister Galleria,"2100 Bering Dr Houston, TX",1309,2224,1.0,2.0,True,"Dog Friendly, Cat Friendly, Luxury, Covered Parking, In Unit Laundry",2817890080,https://images.rentable.co/63665/67430642/slide.webp,1,https://www.rentable.co/houston-tx/alister-galleria
4377611,3303 Main St,"Downtown Midtown, TX",1555,,,,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry",2145560840,https://images.rentable.co/5452/86125495/slide.webp,1,https://www.rentable.co/houston-tx/3303-main-st
100411575,2814 S Bartell Dr,"Houston, TX",1325,1808,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",8329315589,https://images.rentable.co/122587/97245634/slide.webp,1,https://www.rentable.co/houston-tx/2814-s-bartell-dr
100101768,2306 Mccue Rd,"Houston, TX",1284,3038,1.0,3.0,False,"Dog Friendly, Cat Friendly, Air Conditioning, Dishwasher, Post Oak Terrace",7133002412,https://images.rentable.co/122488/85606864/slide.webp,1,https://www.rentable.co/houston-tx/properties/100101768
4764042,166 Birdsall St,"Houston, TX",1825,2452,1.0,2.0,False,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Fitness Center",7133002412,https://images.rentable.co/5452/54232607/slide.webp,1,https://www.rentable.co/houston-tx/166-birdsall-st
4730222,2728 Travis St,"Houston, TX",1617,2219,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63062108/slide.webp,1,https://www.rentable.co/houston-tx/2728-travis-st
4730223,3121 Smith St,"Houston, TX",1643,3208,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63008070/slide.webp,1,https://www.rentable.co/houston-tx/3121-smith-st
4595249,2928 Weslayan St,"Houston, TX",2863,4128,1.0,2.0,False,"Dog Friendly, Cat Friendly, Air Conditioning, Balcony/Deck/Patio, Fitness Center",4695025146,https://images.rentable.co/5452/79340690/slide.webp,1,https://www.rentable.co/houston-tx/weslayan-st
4377160,1217 Pierce St,"Downtown Houston, TX",1329,2058,1.0,2.0,True,"Heat Included, Dog Friendly, Cat Friendly, Air Conditioning, Fitness Center",2145560840,https://images.rentable.co/5452/86125002/slide.webp,1,https://www.rentable.co/houston-tx/1217-pierce-st
4183780,3664 Washington Ave,"Houston, TX",1663,3808,,,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63009946/slide.webp,1,https://www.rentable.co/houston-tx/3664-washington-ave
5225206,4201 Scotland St,"Houston, TX",1721,2412,1.0,2.0,True,"Dog Friendly, Cat Friendly, Air Conditioning, In Unit Laundry, Balcony/Deck/Patio",5128775964,https://images.rentable.co/5452/63065177/slide.webp,1,https://www.rentable.co/houston-tx/4201-scotland-st
